property_type,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_score,price
house,3,6410.0,4,2,2,2.0,Old Property,1170.0,0,0,0,16,0.75
flat,4,4938.0,2,2,2,3.0,Relatively New,500.0,0,0,1,42,0.28
house,28,13889.0,4,4,0,4.0,Relatively New,3240.0,0,0,0,0,4.5
flat,104,6894.0,2,2,3,12.0,Relatively New,1611.0,0,0,0,61,0.85
house,72,6981.0,5,5,3+,14.0,Relatively New,3653.0,1,0,1,33,3.09
flat,99,6422.0,2,2,1,3.0,Relatively New,606.0,0,0,0,62,0.35
flat,66,10854.0,4,4,3,3.0,Relatively New,2700.0,1,0,1,174,3.0
flat,47,10532.0,2,2,2,3.0,Relatively New,1108.0,0,0,1,34,1.05
house,50,31430.0,3,3,3,1.0,Moderately Old,2259.0,1,0,0,49,7.1
house,38,28782.0,3,9,3+,3.0,Relatively New,1494.0,0,0,1,41,4.3
flat,37,5420.0,2,2,3,10.0,New Property,1100.0,0,0,0,38,0.71
flat,109,6287.0,3,3,3,9.0,Relatively New,2303.0,1,0,0,75,1.6
flat,77,11667.0,3,3,3+,11.0,Relatively New,1900.0,1,0,0,94,1.75
flat,43,12920.0,3,3,2,2.0,New Property,195.0,0,0,0,0,2.5
flat,104,8515.0,3,3,3+,3.0,New Property,2544.0,1,0,0,69,1.95
flat,84,7586.0,4,4,3,10.0,Relatively New,3222.0,1,0,0,21,2.2
house,45,26235.0,5,4,2,1.0,Moderately Old,3240.0,1,0,1,49,8.5
flat,70,4801.0,2,2,2,9.0,Under Construction,991.0,0,0,0,24,0.53
flat,71,13177.0,1,1,0,6.0,New Property,683.0,0,0,0,77,0.9
flat,33,12778.0,4,4,3+,5.0,New Property,2000.0,1,0,0,42,2.3
house,5,8879.0,4,3,2,1.0,Old Property,1070.0,0,0,0,8,0.95
flat,95,5495.0,2,2,0,5.0,New Property,637.0,0,0,0,0,0.35
flat,83,8400.0,5,7,3+,15.0,Relatively New,3200.0,1,0,1,165,3.15
flat,103,6534.0,1,1,1,4.0,Relatively New,400.0,0,0,0,23,0.23
flat,65,15200.0,3,3,3,44.0,Relatively New,1829.0,0,0,0,56,2.78
flat,84,7641.0,3,3,3,20.0,Relatively New,1833.0,1,0,1,37,1.5
flat,81,6667.0,2,2,3,5.0,Relatively New,700.0,0,0,0,117,0.49
house,33,11157.0,2,2,2,4.0,New Property,1210.0,0,0,2,107,1.35
house,14,20317.0,6,6,3+,3.0,Old Property,3150.0,0,0,0,35,6.4
flat,68,8987.0,2,2,3,1.0,Relatively New,1150.0,0,0,1,127,1.1
flat,69,8447.0,3,3,1,12.0,Relatively New,1392.0,0,0,1,94,1.3
flat,113,12620.0,4,4,3+,11.0,Under Construction,2553.0,1,0,0,49,2.9
flat,48,8787.0,3,3,3,1.0,Old Property,1600.0,0,0,1,128,1.5
house,43,13178.0,3,3,2,3.0,Relatively New,1935.0,0,0,1,60,2.55
flat,63,21519.0,4,4,0,27.0,New Property,3950.0,0,0,0,61,8.5
flat,108,4762.0,2,2,2,5.0,Relatively New,1235.0,0,0,1,174,0.65
flat,84,8769.0,4,4,3+,8.0,Relatively New,2998.0,1,0,0,61,2.28
flat,84,4822.0,3,3,3,16.0,Relatively New,1652.0,0,0,0,67,0.88
flat,102,20665.0,2,2,2,14.0,New Property,1145.0,0,0,0,152,1.99
flat,37,7731.0,3,3,3,5.0,Relatively New,1711.0,0,0,1,149,1.4
house,3,3875.0,5,3,0,1.0,Moderately Old,1755.0,0,0,0,0,0.68
flat,92,5354.0,3,3,3,2.0,Relatively New,1473.0,0,0,0,108,0.71
flat,25,17619.0,4,4,3,18.0,Old Property,2333.0,1,0,1,26,3.7
flat,35,6801.0,2,2,3,1.0,New Property,1222.0,0,0,0,72,0.91
flat,72,10545.0,3,3,3,2.0,Moderately Old,2986.0,1,0,0,94,3.25
flat,81,10476.0,3,4,3+,17.0,Relatively New,1900.0,1,0,2,49,2.2
house,11,19753.0,5,4,1,2.0,Moderately Old,2025.0,0,0,0,0,4.0
flat,70,9128.0,3,3,3+,7.0,Relatively New,1765.0,1,0,0,49,1.78
flat,37,5455.0,3,5,3+,5.0,Relatively New,1400.0,1,0,0,49,0.99
house,56,20233.0,2,2,0,1.0,Moderately Old,1458.0,0,0,0,0,2.95
flat,84,4459.0,2,2,3+,17.0,Relatively New,1086.0,0,0,0,81,0.54
flat,82,6538.0,2,2,2,0.0,Relatively New,1176.0,0,0,1,49,0.85
flat,95,5576.0,2,2,2,14.0,Relatively New,974.0,0,0,0,31,0.6
house,14,26000.0,5,5,0,4.0,Moderately Old,2500.0,0,0,0,0,6.5
house,2,8230.0,3,7,3+,3.0,Moderately Old,1215.0,0,0,0,0,1.0
flat,95,6475.0,2,2,2,19.0,New Property,695.0,0,0,0,0,0.45
flat,92,4237.0,3,3,2,1.0,Relatively New,1068.0,0,0,0,26,0.5
house,22,20068.0,7,5,3+,3.0,Old Property,2367.0,0,0,1,49,4.75
house,109,24691.0,4,4,3+,2.0,Relatively New,2430.0,1,1,0,160,6.0
flat,60,15531.0,2,2,2,2.0,Relatively New,1350.0,0,0,1,174,2.12
flat,86,8243.0,3,3,3,17.0,Relatively New,1700.0,0,0,1,165,1.59
house,25,36111.0,4,4,3+,2.0,Moderately Old,1800.0,1,1,0,61,6.5
flat,66,13503.0,2,2,2,7.0,Relatively New,1072.0,0,0,0,99,1.7
flat,108,15196.0,3,3,2,11.0,New Property,1711.0,0,0,0,49,2.6
house,28,17900.0,5,6,3+,4.0,Moderately Old,5000.0,0,0,0,0,8.95
flat,92,7069.0,4,4,3,8.0,Relatively New,2267.0,0,0,0,37,1.44
flat,22,13710.0,3,3,3,8.0,Relatively New,1860.0,0,0,1,125,2.55
flat,36,9901.0,3,2,3,2.0,New Property,1122.0,0,0,0,128,1.0
house,48,20599.0,7,7,3+,2.0,Old Property,2403.0,1,1,1,145,4.95
flat,39,6383.0,4,3,3,10.0,Old Property,2611.0,1,0,2,49,1.5
flat,77,6408.0,2,2,2,16.0,New Property,1214.0,0,0,1,79,0.86
flat,60,23344.0,2,3,2,5.0,Relatively New,1250.0,1,0,1,49,2.15
house,26,38580.0,5,5,3+,2.0,Old Property,3240.0,1,1,1,79,12.5
flat,36,5637.0,2,2,2,2.0,Relatively New,1043.0,0,0,0,118,0.65
flat,70,9792.0,4,4,3+,10.0,Moderately Old,2667.0,1,0,1,65,2.35
flat,85,6852.0,2,2,3,8.0,Relatively New,1630.0,0,1,0,174,1.11
house,25,31481.0,3,2,3,2.0,Old Property,1350.0,0,0,0,35,4.25
flat,65,13636.0,3,3,3,3.0,Relatively New,1600.0,1,0,1,49,2.25
flat,83,6265.0,2,2,2,3.0,Relatively New,850.0,0,0,1,165,0.78
flat,84,7497.0,2,2,3,14.0,Relatively New,1394.0,0,0,0,28,1.15
house,72,8486.0,5,5,3+,21.0,Relatively New,3653.0,0,0,0,0,3.1
flat,91,6966.0,4,4,3+,16.0,Moderately Old,2468.0,1,0,0,65,2.0
flat,70,8384.0,3,5,3,3.0,Relatively New,1527.0,1,0,0,51,1.64
flat,9,6065.0,3,3,2,5.0,Moderately Old,1722.0,0,0,1,85,0.94
flat,108,9905.0,4,4,3+,3.0,Relatively New,2631.0,1,0,0,126,2.08
house,81,8128.0,1,1,0,1.0,Relatively New,1095.0,0,0,0,0,0.89
house,26,18250.0,7,9,3+,4.0,Relatively New,11111.0,1,1,1,77,18.25
flat,85,7575.0,4,4,3,2.0,Relatively New,2600.0,0,0,0,49,2.13
flat,92,4745.0,3,2,3,6.0,Relatively New,1240.0,0,0,0,49,0.65
flat,63,15264.0,2,2,2,1.0,Under Construction,978.0,0,0,0,0,1.65
house,25,29333.0,5,5,2,2.0,Moderately Old,3375.0,0,0,1,106,9.9
house,25,37037.0,5,6,3,3.0,Old Property,2700.0,1,1,1,64,10.0
flat,102,9875.0,3,4,3+,14.0,Relatively New,2250.0,1,0,0,116,2.05
flat,33,9464.0,2,2,2,13.0,Relatively New,1105.0,0,0,2,120,0.9
flat,86,8000.0,3,2,2,2.0,New Property,833.0,0,0,0,13,0.6
flat,108,16859.0,3,4,2,15.0,Relatively New,2343.0,1,0,0,49,3.95
flat,33,6689.0,2,2,2,7.0,Relatively New,762.0,0,0,0,57,0.4
flat,86,5325.0,3,3,2,10.0,New Property,1690.0,0,0,0,29,0.9
flat,71,7400.0,1,1,2,2.0,Relatively New,425.0,0,0,1,37,0.37
house,24,22855.0,4,4,2,2.0,Old Property,2844.0,0,0,0,35,6.5
flat,92,5833.0,4,4,3,20.0,Relatively New,1939.0,1,0,0,60,1.25
house,56,26613.0,4,4,3+,2.0,Relatively New,1503.0,0,0,1,24,4.0
flat,50,8500.0,4,4,3,9.0,Moderately Old,10000.0,1,0,0,35,8.5
flat,109,8571.0,3,3,3+,7.0,Relatively New,1466.0,0,0,0,165,1.5
flat,83,6190.0,2,2,2,1.0,Relatively New,950.0,0,0,1,174,0.65
flat,70,13074.0,2,2,3,23.0,New Property,1142.0,0,0,0,81,1.65
flat,37,7850.0,3,3,3+,10.0,Relatively New,1983.0,1,0,0,31,1.72
flat,2,9552.0,3,3,3,1.0,Relatively New,1489.0,0,0,1,49,1.28
flat,85,8721.0,3,4,3+,6.0,Relatively New,2026.0,1,0,0,156,2.1
house,2,17213.0,4,3,2,3.0,Moderately Old,1557.0,0,1,1,74,2.68
flat,110,10567.0,5,5,2,10.0,Relatively New,3500.0,1,0,0,159,4.1
flat,85,7468.0,4,4,3,7.0,Relatively New,2600.0,1,0,0,49,2.1
flat,12,6190.0,3,3,1,1.0,New Property,1167.0,0,0,1,42,0.65
house,66,38095.0,5,6,3+,3.0,Relatively New,3150.0,1,1,1,153,12.0
flat,85,8179.0,4,4,3+,8.0,Relatively New,2545.0,1,0,0,21,2.3
house,11,12222.0,4,3,2,1.0,Old Property,1800.0,0,0,0,24,2.2
flat,109,8000.0,3,3,3+,12.0,Relatively New,1584.0,0,0,0,65,1.4
flat,37,5387.0,2,3,3,9.0,Relatively New,1442.0,0,0,0,49,0.85
flat,69,8967.0,3,3,1,12.0,Relatively New,1392.0,0,0,0,86,1.38
flat,70,8451.0,2,2,3,6.0,Moderately Old,1285.0,0,0,0,42,1.2
flat,37,6000.0,3,2,3,22.0,Under Construction,1538.0,0,0,0,43,1.02
flat,85,7610.0,4,4,3,6.0,Relatively New,2300.0,1,0,0,49,2.14
flat,60,12818.0,3,3,3,2.0,Relatively New,2400.0,1,0,1,174,2.82
flat,106,15385.0,5,6,3+,10.0,Under Construction,3797.0,0,0,1,62,6.3
flat,67,14268.0,4,4,3+,15.0,Relatively New,2854.0,1,0,1,158,4.5
flat,57,11111.0,3,3,3,9.0,Moderately Old,2036.0,0,0,0,55,2.5
flat,67,12946.0,3,3,3,0.0,Relatively New,2047.0,0,0,1,174,2.65
flat,102,8411.0,2,2,1,14.0,Relatively New,568.0,0,0,2,57,0.45
house,48,4261.0,2,2,1,3.0,New Property,1150.0,0,0,0,0,0.49
flat,103,8287.0,1,2,2,5.0,New Property,402.0,0,0,0,37,0.3
flat,111,14837.0,1,1,1,2.0,Relatively New,374.0,0,0,2,72,0.5
flat,69,10168.0,4,4,1,12.0,Relatively New,2186.0,0,0,0,79,2.0
house,91,14815.0,4,4,3,2.0,New Property,2430.0,0,0,1,49,3.6
flat,28,12421.0,3,4,3,5.0,Old Property,3133.0,1,1,0,24,4.3
flat,69,9632.0,3,3,2,4.0,Relatively New,1428.0,0,0,1,156,1.52
flat,71,6215.0,3,4,3,0.0,Moderately Old,1631.0,1,0,0,65,1.12
flat,37,8255.0,3,3,3,12.0,Relatively New,1686.0,0,0,0,49,1.5
flat,81,8279.0,2,2,2,3.0,Under Construction,1194.0,0,0,0,20,0.89
house,66,38095.0,5,6,3+,4.0,New Property,3150.0,1,0,0,38,12.0
flat,28,11819.0,3,3,3,7.0,Moderately Old,1777.0,1,0,0,117,2.3
house,70,20690.0,4,5,3+,3.0,Relatively New,2610.0,1,1,1,136,5.4
flat,50,11945.0,3,3,3,11.0,Relatively New,1894.0,0,0,1,127,2.5
flat,48,12778.0,4,4,3+,2.0,Moderately Old,3000.0,0,0,0,0,3.45
flat,53,19003.0,4,4,3,7.0,Moderately Old,3068.0,1,0,1,80,6.44
flat,89,5196.0,2,2,2,15.0,Under Construction,1390.0,0,0,0,37,0.65
flat,71,6019.0,4,4,3,14.0,Moderately Old,1985.0,1,0,0,65,1.32
flat,107,5930.0,3,4,0,1.0,New Property,2137.0,0,0,0,67,1.4
flat,70,9231.0,3,5,3,0.0,New Property,2167.0,0,0,0,72,1.8
flat,36,5990.0,2,2,3,3.0,Relatively New,1095.0,0,0,0,158,0.72
flat,79,8264.0,3,4,3+,11.0,Relatively New,1416.0,1,0,1,144,1.5
flat,33,10385.0,3,2,2,3.0,New Property,1444.0,0,0,0,87,1.35
flat,85,7609.0,3,4,3,9.0,Relatively New,1925.0,0,0,0,49,1.83
flat,107,5930.0,2,2,2,3.0,Relatively New,543.0,0,0,0,45,0.29
flat,104,8519.0,3,2,2,7.0,New Property,848.0,0,0,0,65,0.65
house,1,10556.0,6,7,0,4.0,Moderately Old,4500.0,0,0,0,0,4.75
flat,36,15501.0,3,4,3,30.0,New Property,2820.0,0,0,2,49,4.1
flat,12,5660.0,3,3,2,3.0,Relatively New,1178.0,0,0,0,44,0.6
flat,90,5385.0,2,2,3,13.0,New Property,1176.0,0,0,0,15,0.7
flat,86,8754.0,2,2,3,10.0,Relatively New,1339.0,0,0,0,38,1.3
flat,43,16231.0,4,5,3,9.0,Moderately Old,5000.0,1,0,2,117,8.44
flat,99,9673.0,4,4,3+,2.0,New Property,3041.0,1,0,0,123,3.25
flat,99,6107.0,2,2,2,2.0,New Property,473.0,0,0,0,50,0.32
house,55,21296.0,3,3,3+,2.0,Old Property,2160.0,1,1,1,37,4.6
flat,33,13270.0,3,3,2,1.0,Under Construction,2093.0,0,0,0,66,2.5
flat,5,5198.0,2,2,0,0.0,Relatively New,481.0,0,0,0,37,0.25
flat,104,9028.0,3,2,3+,16.0,Relatively New,1303.0,0,1,1,0,1.3
flat,67,12128.0,4,4,3+,5.0,Moderately Old,2127.0,1,0,1,149,2.85
house,14,18088.0,6,4,2,2.0,Old Property,1935.0,0,0,1,27,3.5
flat,56,9024.0,3,4,3,7.0,Old Property,2278.0,1,0,0,72,1.85
flat,89,9973.0,3,1,0,0.0,New Property,1103.0,0,0,0,45,1.1
flat,92,5348.0,4,4,3,4.0,Relatively New,2286.0,1,0,0,108,1.1
flat,81,6667.0,2,2,1,0.0,Under Construction,814.0,0,0,0,0,0.6
flat,108,7015.0,2,3,3,2.0,Relatively New,978.0,1,0,0,94,0.9
house,25,28490.0,10,10,3,3.0,Old Property,3159.0,0,0,1,64,9.0
flat,109,9491.0,3,3,2,7.0,Moderately Old,2576.0,1,0,1,111,2.2
flat,2,7865.0,3,3,3+,6.0,Old Property,1611.0,0,0,2,107,1.4
flat,37,7143.0,3,3,0,1.0,New Property,1820.0,0,0,0,60,1.35
flat,107,5980.0,2,2,1,7.0,Relatively New,598.0,0,0,0,49,0.36
house,22,19848.0,6,6,3+,2.0,Old Property,2368.0,0,1,1,106,4.7
flat,103,7652.0,4,6,3+,4.0,Relatively New,2602.0,1,0,1,108,2.2
house,4,11111.0,4,2,2,2.0,Moderately Old,585.0,0,0,0,0,0.65
flat,33,14371.0,2,2,3,1.0,New Property,86.0,0,0,0,65,1.2
house,109,25514.0,5,5,2,2.0,Relatively New,2430.0,1,0,0,135,6.2
house,24,3292.0,8,5,3+,4.0,Old Property,540.0,0,0,0,8,1.6
flat,33,5600.0,2,2,2,14.0,Relatively New,694.0,0,0,0,98,0.35
house,66,40000.0,5,6,3+,3.0,Relatively New,4500.0,1,1,2,153,18.0
flat,90,7167.0,3,3,2,11.0,Relatively New,1578.0,0,0,0,14,1.25
flat,84,6774.0,3,3,3,6.0,Relatively New,1610.0,0,0,0,129,1.05
house,5,10000.0,2,4,2,3.0,Moderately Old,945.0,0,1,1,0,0.96
flat,99,8518.0,2,1,2,7.0,New Property,652.0,0,0,0,24,0.5
flat,89,7797.0,2,3,3,4.0,Under Construction,998.0,0,0,0,45,0.86
flat,37,7232.0,3,3,3,2.0,Relatively New,1595.0,0,0,0,49,1.27
flat,113,15576.0,4,5,3+,25.0,Under Construction,2060.0,0,0,1,79,2.57
flat,81,8835.0,3,4,3+,6.0,Relatively New,2513.0,1,0,1,101,2.35
flat,83,11872.0,3,3,3,16.0,Relatively New,1387.0,1,0,1,174,1.3
flat,82,8847.0,2,2,2,14.0,Relatively New,1202.0,0,0,1,129,0.89
flat,102,9136.0,3,3,3+,0.0,Relatively New,2250.0,1,0,1,95,1.85
flat,112,13383.0,3,5,3+,22.0,Relatively New,2536.0,1,0,1,49,3.75
house,45,24455.0,3,9,3+,3.0,Moderately Old,1836.0,0,0,1,90,4.49
flat,74,11002.0,2,2,3+,10.0,Relatively New,1300.0,0,0,0,137,1.57
flat,3,9003.0,2,2,2,6.0,Under Construction,1604.0,0,0,0,36,1.3
house,46,24390.0,6,6,3+,3.0,Moderately Old,1845.0,0,1,1,80,4.5
flat,69,8358.0,4,4,2,7.0,Relatively New,1819.0,0,0,0,127,1.68
house,24,25543.0,8,10,3+,1.0,Old Property,3915.0,0,0,0,0,10.0
flat,70,8658.0,4,4,3,1.0,Relatively New,1600.0,0,0,0,42,1.6
flat,47,10307.0,3,4,3+,10.0,Moderately Old,1950.0,1,0,0,49,2.15
flat,2,5420.0,2,2,2,7.0,Relatively New,1319.0,0,0,1,137,0.78
flat,109,9169.0,3,3,3,10.0,Relatively New,1550.0,0,0,0,86,1.6
house,66,31667.0,5,6,3+,3.0,Relatively New,6667.0,1,1,1,110,19.0
flat,92,5239.0,3,3,2,11.0,Relatively New,1442.0,0,0,0,100,0.68
flat,82,5932.0,2,2,2,0.0,Relatively New,1175.0,0,0,1,103,0.78
flat,59,13058.0,4,4,3+,13.0,Relatively New,4254.0,1,1,1,174,5.0
flat,7,6000.0,3,2,1,1.0,New Property,889.0,0,0,0,21,0.48
flat,84,7497.0,2,2,3,8.0,Relatively New,1361.0,0,0,1,37,1.15
flat,37,8800.0,3,3,3,1.0,Under Construction,1389.0,0,0,0,16,1.1
flat,70,8974.0,3,4,2,16.0,Relatively New,1950.0,1,0,0,49,1.75
flat,50,10174.0,3,3,2,9.0,Relatively New,1245.0,0,1,1,117,1.4
flat,69,8731.0,4,4,1,12.0,Relatively New,1783.0,0,0,0,86,1.72
house,37,7537.0,1,1,0,1.0,Relatively New,1535.0,0,0,0,0,1.16
flat,65,16970.0,4,4,3,2.0,Relatively New,1650.0,0,0,1,89,2.8
flat,86,8087.0,3,4,3+,17.0,Relatively New,1580.0,0,1,0,174,1.56
flat,1,3559.0,3,3,3+,2.0,Moderately Old,1705.0,1,0,0,80,0.73
house,50,36883.0,3,3,2,1.0,Moderately Old,3240.0,1,0,0,101,11.95
house,17,24306.0,2,5,3,3.0,Old Property,1440.0,0,0,0,44,3.5
flat,37,7805.0,3,3,3+,7.0,Relatively New,2191.0,0,0,0,38,1.71
flat,4,5111.0,2,2,1,1.0,Relatively New,1000.0,0,0,1,69,0.46
house,2,17662.0,3,3,3,2.0,Moderately Old,1557.0,0,0,1,15,2.75
flat,15,11034.0,3,3,3+,2.0,Moderately Old,1611.0,0,0,0,56,1.6
flat,63,7407.0,3,2,2,1.0,Under Construction,630.0,0,0,0,0,0.42
flat,110,9851.0,4,5,3,7.0,Relatively New,3032.0,1,0,0,101,3.3
flat,109,8140.0,3,4,3+,2.0,Relatively New,1946.0,1,0,0,65,1.75
flat,86,5621.0,3,2,1,6.0,New Property,1878.0,0,0,0,15,0.95
flat,37,8079.0,4,3,3,15.0,Relatively New,2025.0,1,0,0,49,1.77
house,4,10234.0,3,2,1,2.0,New Property,684.0,0,0,0,7,0.7
house,26,3681.0,3,3,3,2.0,Old Property,8829.0,0,0,0,79,3.25
flat,102,11333.0,3,4,3+,8.0,Relatively New,1700.0,1,0,1,174,1.7
house,70,7172.0,3,3,3+,2.0,Relatively New,1611.0,0,0,1,145,1.04
flat,89,6168.0,2,2,2,6.0,Under Construction,1441.0,0,0,0,44,0.8
flat,81,10714.0,4,6,3+,17.0,Relatively New,3801.0,1,0,1,44,4.5
flat,107,6003.0,2,2,3+,7.0,Relatively New,1236.0,0,0,0,111,0.82
flat,70,9905.0,2,2,2,19.0,New Property,1402.0,0,0,0,42,1.25
flat,62,19488.0,4,6,3,16.0,Relatively New,3932.0,1,1,1,146,9.14
flat,37,5797.0,2,2,3,2.0,Relatively New,1300.0,0,0,0,78,0.8
flat,86,6029.0,2,2,1,12.0,New Property,1300.0,0,0,0,49,0.82
flat,49,10526.0,3,3,3,2.0,Old Property,1600.0,0,0,1,49,1.9
flat,33,7294.0,2,2,2,9.0,Under Construction,1000.0,0,0,0,31,0.93
flat,79,5267.0,2,2,2,12.0,New Property,1688.0,0,0,0,49,0.8
flat,70,8750.0,4,5,3+,5.0,Moderately Old,2114.0,1,0,1,120,2.1
flat,4,4600.0,2,2,2,5.0,New Property,521.0,0,0,0,42,0.27
flat,81,10626.0,2,2,2,2.0,Relatively New,1112.0,0,0,1,104,0.95
flat,56,8324.0,3,4,3+,5.0,Old Property,1900.0,1,0,1,98,1.54
flat,10,7081.0,2,2,3,9.0,New Property,1086.0,0,0,0,52,0.9
flat,82,6379.0,4,4,3+,1.0,Relatively New,1774.0,1,0,0,130,1.3
flat,79,5641.0,3,3,3,1.0,Relatively New,2167.0,0,0,1,106,1.1
flat,22,14493.0,2,2,2,9.0,Relatively New,1533.0,0,0,0,49,2.0
flat,2,6714.0,2,2,3,1.0,Moderately Old,1281.0,0,0,1,82,0.95
flat,55,9600.0,3,3,2,6.0,Moderately Old,1700.0,0,0,1,47,1.44
flat,92,6562.0,3,3,1,2.0,Relatively New,711.0,0,0,0,20,0.42
flat,70,9111.0,2,2,3,1.0,Relatively New,1222.0,0,0,0,43,1.23
flat,49,9974.0,3,3,3,2.0,Old Property,1633.0,0,0,1,90,1.95
flat,109,8000.0,3,3,3+,5.0,Relatively New,1466.0,0,0,0,44,1.4
house,57,16577.0,5,5,3+,4.0,Relatively New,5580.0,1,1,1,160,9.25
house,25,33333.0,5,3,2,3.0,Old Property,1350.0,0,1,0,25,4.5
flat,37,8889.0,2,2,3,10.0,Relatively New,1310.0,0,0,0,166,0.8
flat,79,8605.0,3,4,3+,11.0,New Property,1946.0,1,0,0,49,1.85
flat,95,5500.0,3,2,2,14.0,New Property,866.0,0,0,2,30,0.55
house,109,23556.0,4,6,3+,3.0,New Property,3600.0,1,1,0,153,8.48
flat,67,12998.0,3,3,3,19.0,Relatively New,2724.0,1,0,0,103,3.49
house,17,15444.0,4,4,3+,2.0,Old Property,3500.0,1,1,0,33,6.95
flat,33,15119.0,3,2,3+,20.0,New Property,113.0,0,0,0,70,1.4
flat,71,6734.0,3,3,3+,3.0,Relatively New,1344.0,0,0,1,7,1.0
flat,56,8750.0,3,4,3+,8.0,Old Property,2200.0,0,0,1,166,2.1
flat,85,7575.0,4,4,3,6.0,Relatively New,2600.0,0,0,0,49,2.13
flat,63,18999.0,4,4,3,15.0,New Property,3956.0,0,0,0,61,7.52
flat,37,7250.0,3,3,3,4.0,New Property,1400.0,0,0,0,28,1.26
flat,56,8595.0,4,3,3+,3.0,Old Property,1900.0,0,0,1,33,1.59
house,92,4877.0,4,4,3,4.0,Relatively New,1743.0,0,0,0,0,0.85
flat,92,5556.0,3,3,2,14.0,Under Construction,140.0,0,0,0,38,0.7
flat,56,7885.0,4,4,3+,6.0,Relatively New,2500.0,0,0,1,101,2.05
flat,41,16768.0,3,3,2,14.0,Old Property,1640.0,0,0,2,79,2.75
flat,49,9074.0,3,4,3,9.0,Moderately Old,1751.0,1,0,1,101,1.98
house,109,26389.0,7,6,3,3.0,Relatively New,3600.0,1,0,0,138,9.5
flat,72,11427.0,4,5,3+,16.0,Relatively New,2625.0,1,0,0,31,3.5
house,55,24500.0,4,4,3+,2.0,Old Property,1449.0,0,0,1,27,3.55
flat,89,7797.0,2,3,2,4.0,New Property,1226.0,1,0,1,72,0.86
flat,28,12500.0,3,4,3+,3.0,Moderately Old,1956.0,1,0,2,0,2.2
flat,88,7188.0,2,2,1,8.0,New Property,695.0,0,0,0,14,0.45
flat,48,5100.0,2,2,2,3.0,Under Construction,1350.0,0,0,0,0,0.69
house,110,6800.0,1,1,0,1.0,Moderately Old,500.0,0,0,0,0,0.34
flat,67,12110.0,3,3,3+,14.0,Moderately Old,2236.0,1,0,1,165,2.95
flat,67,14583.0,3,4,3,24.0,Relatively New,2490.0,1,0,1,149,3.5
flat,33,11738.0,3,3,2,6.0,Under Construction,1619.0,0,0,0,24,2.1
flat,1,6504.0,3,4,2,5.0,Relatively New,1670.0,1,0,0,43,1.2
flat,89,7097.0,3,2,3,4.0,New Property,1550.0,0,0,0,0,1.1
flat,67,9434.0,2,2,2,8.0,Relatively New,1149.0,0,0,0,90,1.4
flat,69,9639.0,3,3,2,2.0,Relatively New,1455.0,0,0,1,86,1.55
flat,1,4194.0,3,2,3+,6.0,Old Property,1696.0,0,0,0,51,0.64
house,43,28424.0,1,1,0,1.0,Old Property,1935.0,0,0,0,12,5.5
flat,71,6790.0,3,3,3,11.0,Relatively New,1466.0,0,0,0,72,1.1
flat,33,8349.0,3,2,3+,18.0,New Property,1409.0,0,0,0,38,1.3
house,25,36667.0,6,7,3+,2.0,Moderately Old,1800.0,1,0,1,119,6.6
house,31,26235.0,5,5,3+,3.0,Moderately Old,1620.0,0,1,1,56,4.25
house,70,7751.0,2,3,3+,3.0,New Property,1319.0,0,0,0,153,0.92
flat,33,6421.0,2,2,1,4.0,New Property,615.0,0,0,0,49,0.4
flat,90,6326.0,3,3,3+,18.0,Relatively New,1645.0,0,0,1,130,1.15
flat,14,12500.0,3,4,3+,3.0,Old Property,1956.0,0,0,0,0,2.2
flat,89,9033.0,2,2,2,1.0,Under Construction,1230.0,0,0,0,38,1.0
flat,79,9000.0,3,4,2,11.0,New Property,2389.0,1,0,0,49,1.9
flat,81,10461.0,3,3,3+,5.0,Relatively New,1570.0,1,0,2,49,2.2
flat,90,8040.0,4,4,3+,12.0,Relatively New,2005.0,0,0,0,61,1.78
house,43,7756.0,4,4,3+,3.0,Moderately Old,540.0,1,0,2,123,2.45
flat,61,15796.0,3,3,3,3.0,New Property,1223.0,1,0,0,119,2.45
flat,99,5905.0,2,2,2,6.0,New Property,583.0,0,0,0,74,0.31
flat,90,4614.0,2,2,3,9.0,New Property,1224.0,0,0,0,51,0.7
flat,106,8940.0,4,3,3,19.0,Old Property,1678.0,1,0,0,112,1.35
house,109,16429.0,4,4,2,3.0,Relatively New,4800.0,1,0,0,146,5.75
flat,90,6477.0,3,3,3+,17.0,Relatively New,1700.0,1,0,0,65,1.25
house,3,9211.0,1,1,0,1.0,Moderately Old,3800.0,0,0,0,0,3.5
flat,99,5602.0,2,2,1,8.0,Relatively New,538.0,0,0,0,49,0.27
flat,112,13383.0,3,3,2,21.0,Relatively New,2226.0,1,0,1,159,3.75
flat,74,11000.0,2,2,3+,22.0,Relatively New,1200.0,0,0,0,137,1.54
house,4,9619.0,2,2,1,2.0,Moderately Old,67.0,0,0,0,7,0.58
flat,72,15648.0,4,4,3+,30.0,New Property,3000.0,1,0,1,174,5.25
house,2,23443.0,3,9,3+,3.0,New Property,1557.0,1,0,1,116,3.65
flat,110,8815.0,3,3,3+,7.0,Relatively New,1850.0,1,0,1,136,1.8
house,6,7727.0,2,2,0,4.0,Moderately Old,1222.0,0,0,0,0,0.85
flat,1,3067.0,3,4,3,3.0,Relatively New,2717.0,1,0,0,21,0.75
