Name,Address,Price,Area,Configuration,Floor,Facing,Overlooking,Property Age,URL,Nearby Places,details
"Sector 92, Gurgaon","Sector 92, Gurgaon","₹ 2.65 Crore
@ 11,777 per sq.ft. View Price Details","Super Built up area 2250
(209.03 sq.m.)
Built Up area: 2100 sq.ft. (195.1 sq.m.)
Carpet area: 1940 sq.ft. (180.23 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies with Study Room,Servant Room,Store Room",2nd   of 4 Floors,South-West,"Park/Garden,Main Road,Others",0 to 1 Year Old,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-92-gurgaon-2250-sq-ft-r1-spid-Q80823363,['Yadav Clinic\nBangali Clinic\nDr. J. S. Sarkar Clinic\nSagar Clinic\nVijay Petrol Pump\nHP Petrol Pump\nEssar Petrol Pump'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 78.7 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 2 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, Q80823363'}"
M3M Soulitude,"M3M Soulitude
Sector 89, Gurgaon","₹ 1.6 Crore
@ 11,243 per sq.ft. (All inclusive) View Price Details","Super Built up area 1423
(132.2 sq.m.)
Built Up area: 1150 sq.ft. (106.84 sq.m.)
Carpet area: 1050 sq.ft. (97.55 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies with Store Room",1st   of 4 Floors,West,"Park/Garden,Club,Main Road",0 to 1 Year Old    View Construction Status,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-m3m-soulitude-sector-89-gurgaon-1423-sq-ft-spid-M82411840,['Vatika Town Square-INXT\nSector 86 Road\nDwarka Expy\nDelh-Ajmer Expy\nEuro International School\nGurugram University'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Furnished', 'Width of facing road': ':, 196.9 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, M82411840'}"
M3M Soulitude,"M3M Soulitude
Sector 89, Gurgaon","₹ 1.55 Crore
@ 10,892 per sq.ft. (All inclusive) View Price Details","Super Built up area 1423
(132.2 sq.m.)
Built Up area: 1150 sq.ft. (106.84 sq.m.)
Carpet area: 1090 sq.ft. (101.26 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies with Store Room",2nd   of 4 Floors,West,"Main Road,Park/Garden,Club",0 to 1 Year Old    View Construction Status,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-m3m-soulitude-sector-89-gurgaon-1423-sq-ft-spid-I82411702,['Vatika Town Square-INXT\nSector 86 Road\nDwarka Expy\nDelh-Ajmer Expy\nEuro International School\nGurugram University'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Unfurnished', 'Width of facing road': ':, 39.4 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, I82411702'}"
"Unitech Fresco
3.8","Unitech Fresco
Nirvana Country, Gurgaon","₹ 2.55 Crore
@ 14,214 per sq.ft. View Price Details","Super Built up area 1794
(166.67 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3+ Balconies",8th   of 19 Floors,North,,5 to 10 Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unitech-fresco-nirvana-country-gurgaon-1794-sq-ft-spid-E81455687,['Rapid Metro Station Sector 55 56\nM3M Cosmopolitan\nGolf Course Ext Rd\nThe Paras World School\nPark Hospital'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Furnishing': ':, Semifurnished', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, E81455687'}"
"Unitech Fresco
3.8","Unitech Fresco
Nirvana Country, Gurgaon","₹ 2.85 Crore
@ 15,183 per sq.ft. View Price Details","Super Built up area 1877
(174.38 sq.m.)  
sq.ft.","3 Bedrooms , 4 Bathrooms, 3+ Balconies with Servant Room",3rd   of 19 Floors,,"Park/Garden,Pool,Club",5 to 10 Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unitech-fresco-nirvana-country-gurgaon-1877-sq-ft-spid-U81455553,['Rapid Metro Station Sector 55 56\nM3M Cosmopolitan\nGolf Course Ext Rd\nThe Paras World School\nPark Hospital'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Furnishing': ':, Semifurnished', 'Parking': ':, 1 Covered', 'Water Source': ':, Municipal corporation,24*7 Water', 'Power Backup': ':, None', 'Property Code': ':, U81455553'}"
"Unitech The Residences
3.6","Unitech The Residences
Sector 33, Gurgaon","₹ 1.6 Crore
@ 14,545 per sq.ft. View Price Details","Super Built up area 1100
(102.19 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies with Others",10th   of 14 Floors,North-East,Main Road,1 to 5 Year Old,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-unitech-the-residences-sector-33-gurgaon-1100-sq-ft-spid-N80828981,['Huda Metro Station\nRaheja Mall\nDelhi Gurgaon Expressway\nYaduvanshi Shiksha Niketan\nSushant University'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Vitrified', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 36.0 Feet', 'Gated Community': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, N80828981'}"
"Block G Sector-57, Gurgaon","Block G Sector-57, Gurgaon","₹ 2.48 Crore
@ 15,500 per sq.ft. (All inclusive, Negotiable) View Price Details","Built Up area: 1600
(148.64 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies with Servant Room",3rd   of 4 Floors,South-East,Main Road,1 to 5 Year Old,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-g-sector-57-gurgaon-1600-sq-ft-spid-R79990001,"[""HUDA Sector 23 Market\nPalam triangle\nPalam Vihar Vyapar kendra\nRam Mandir\nDR KAPOOR'S Dental Care and Implant Centre""]","{'Property Ownership': ':, Freehold', 'Flooring': ':, Vitrified', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 36.0 Feet', 'Parking': ':, 2 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Partial', 'Property Code': ':, R79990001'}"
"Sushant Lok 3 Extension, Gurgaon","Sushant Lok 3 Extension, Gurgaon","₹ 2.25 Crore+ Govt Charges & Tax
@ 13,636 per sq.ft. (All inclusive) View Price Details","Built Up area: 1650
(153.29 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies with Servant Room,Others",2nd   of 4 Floors,South-East,Others,1 to 5 Year Old,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-3-extension-gurgaon-1650-sq-ft-spid-M79990207,"[""HUDA Sector 23 Market\nPalam triangle\nPalam Vihar Vyapar kendra\nRam Mandir\nDR KAPOOR'S Dental Care and Implant Centre""]","{'Property Ownership': ':, Freehold', 'Flooring': ':, Vitrified', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 36.0 Feet', 'Parking': ':, 2 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Partial', 'Property Code': ':, M79990207'}"
"DLF New Town Heights 2
4.0","DLF New Town Heights 2
Sector 86, Gurgaon","₹ 1.9 Crore+ Govt Charges & Tax
@ 9,844 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 1930
(179.3 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies with Pooja Room",2nd   of 22 Floors,North,"Pool,Park/Garden,Club,Main Road",1 to 5 Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-2-sector-86-gurgaon-1930-sq-ft-spid-P83298206,['City Square\nVatika Town Square\nBharat Ram Global School\nShishu Kalyan School\nDSD College\nAmity University'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Concrete', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 275.6 Feet', 'Gated Community': ':, Yes', 'Parking': ':, 1 Covered, 1 Open', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, P83298206'}"
"South City 2, Gurgaon","South City 2, Gurgaon","₹ 3.3 Crore+ Govt Charges & Tax
@ 15,277 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 2160
(200.67 sq.m.)
Carpet area: 1700 sq.ft. (157.94 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies with Store Room",1st   of 4 Floors,East,Main Road,1 to 5 Year Old,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-south-city-2-gurgaon-2160-sq-ft-spid-G82765952,['Raheja Mall\nStandard chartered ATM\nIcici bank ATM\nBones Clinic - Orthopaedics\nMeher Clinic\nVishesh Dental'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Granite', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 39.4 Feet', 'Gated Community': ':, Yes', 'Parking': ':, 2 Covered, 1 Open', 'Water Source': ':, Municipal corporation,24*7 Water', 'Power Backup': ':, Partial', 'Property Code': ':, G82765952'}"
"Malibu Towne
3.8","Malibu Towne
Malibu Town, Gurgaon","₹ 3.5 Crore+ Govt Charges & Tax
@ 14,565 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 2403
(223.25 sq.m.)
Carpet area: 1800 sq.ft. (167.23 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies with Servant Room,Store Room",3rd   of 4 Floors,North-East,Main Road,1 to 5 Year Old,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-malibu-towne-malibu-town-gurgaon-2403-sq-ft-spid-N82765604,['Raheja Mall\nStandard chartered ATM\nIcici bank ATM\nPark Hospital Gurgaon\nVishesh Dental\nNeelkanth Health Care'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 59.1 Feet', 'Gated Community': ':, Yes', 'Parking': ':, 2 Covered, 1 Open', 'Water Source': ':, Municipal corporation,24*7 Water', 'Power Backup': ':, Partial', 'Property Code': ':, N82765604'}"
"Smart World Orchard
3.6","Smart World Orchard
Sector 61, Gurgaon","₹ 1.87 Crore
@ 15,480 per sq.ft. (Negotiable) View Price Details","Super Built up area 1208
(112.23 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies with Store Room",3rd   of 4 Floors,North-East,"Club,Park/Garden,Pool,Main Road",0 to 1 Year Old    View Construction Status,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-smart-world-orchard-sector-61-gurgaon-1208-sq-ft-spid-E82659542,"['Sector 55-56 Metro Station\nAiria Mall\nSohna Road\nShalom Presidency School\nSushant University\nMarengo Asia Hospitals, Gurugram']","{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Concrete', 'Furnishing': ':, Unfurnished', 'Width of facing road': ':, 29.5 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, None', 'Property Code': ':, E82659542'}"
"M3M The Marina
3.9","M3M The Marina
Sector 68, Gurgaon","₹ 1.45 Crore+ Govt Charges & Tax
@ 11,119 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 1304
(121.15 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies",26th   of 27 Floors,West,"Pool,Park/Garden,Club,Main Road,Others",1 to 5 Year Old    View Construction Status,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-the-marina-sector-68-gurgaon-1304-sq-ft-r1-spid-I75411467,['Airia Mall\nSouthern Peripheral Road\nSohna Road\nAlpine Convent School\nMKD Hospital\nIndira Gandhi International Airport'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Wood', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 24.0 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, I75411467'}"
"Pareena Mi Casa
3.7","Pareena Mi Casa
Sector 68, Gurgaon","₹ 1.46 Crore+ Govt Charges & Tax
@ 11,701 per sq.ft. (All inclusive, Negotiable)","Super Built up area 1245
(115.66 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 3 Balconies with Others",12nd   of 35 Floors,East,"Pool,Park/Garden,Club,Main Road,Others",0 to 1 Year Old,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pareena-mi-casa-sector-68-gurgaon-1245-sq-ft-spid-K82678678,['Sector 55-56 Metro Station\nAiria Mall\nNH 48\nThe Vivekananda School - Sector 69\nGurugram University\nPark Hospital'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Wood', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 200.0 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered, 1 Open', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, K82678678'}"
M3M Soulitude,"M3M Soulitude
Sector 89, Gurgaon","₹ 1.27 Crore+ Govt Charges & Tax
@ 10,636 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 1194
(110.93 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies",2nd   of 4 Floors,East,"Park/Garden,Pool",5 to 10 Year Old    View Construction Status,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-soulitude-sector-89-gurgaon-1194-sq-ft-spid-R82374242,['Vatika Town Square-INXT\nSector 86 Road\nDwarka Expy\nDelh-Ajmer Expy\nEuro International School\nGurugram University'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Wood', 'Furnishing': ':, Semifurnished', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, R82374242'}"
"ATS Triumph
3.9","ATS Triumph
Sector 104, Gurgaon","₹ 2.7 Crore
@ 20,089 per sq.ft. (Negotiable) View Price Details","Super Built up area 2290
(212.75 sq.m.)
Built Up area: 1862 sq.ft. (172.99 sq.m.)
Carpet area: 1344 sq.ft. (124.86 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies with Servant Room",19th   of 27 Floors,East,"Pool,Park/Garden,Club,Main Road",5 to 10 Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-triumph-sector-104-gurgaon-2290-sq-ft-spid-S83646234,['IFFCO Chowk Metro Station\nThe Esplanade Mall\nDhanwapur Road\nDwarka Expressway\nGovt. PG College\nDelhi Public School'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Unfurnished', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, S83646234'}"
"Indiabulls Centrum Park
3.8","Indiabulls Centrum Park
Sector 103, Gurgaon","₹ 1.55 Crore
@ 10,465 per sq.ft. (Negotiable) View Price Details","Super Built up area 1481
(137.59 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 3 Balconies",7th   of 18 Floors,North,"Pool,Park/Garden,Club,Main Road",5 to 10 Year Old,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-indiabulls-centrum-park-sector-103-gurgaon-1481-sq-ft-spid-C83646198,"['Gurgaon Dreamz Mall\nHUDA Market, Sector 14\nDwarka Expressway\nDelhi Gurgaon Expressway\nS N International School']","{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Unfurnished', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, C83646198'}"
"Experion The Heartsong
4.0","Experion The Heartsong
Sector 108, Gurgaon","₹ 2.35 Crore
@ 11,732 per sq.ft. (Negotiable) View Price Details","Super Built up area 2003
(186.08 sq.m.)
Built Up area: 1500.29 sq.ft. (139.38 sq.m.)
Carpet area: 1140.98 sq.ft. (106 sq.m.)  
sq.ft.","3 Bedrooms , 4 Bathrooms, 3+ Balconies with Servant Room",6th   of 14 Floors,North,"Club,Pool,Park/Garden",5 to 10 Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-experion-the-heartsong-sector-108-gurgaon-2003-sq-ft-spid-F83646180,['Galleria 108 Mall\nDwarka Expressway\nCentral Peripheral Road\nThe Shikshiyan School\nManipal Hospital\nIndira Gandhi International Airport'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Semifurnished', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water,Municipal corporation', 'Power Backup': ':, Full', 'Property Code': ':, F83646180'}"
"Experion The Heartsong
4.0","Experion The Heartsong
Sector 108, Gurgaon","₹ 1.9 Crore
@ 10,807 per sq.ft. (Negotiable) View Price Details","Super Built up area 1758
(163.32 sq.m.)
Built Up area: 1275.53 sq.ft. (118.5 sq.m.)
Carpet area: 974.68 sq.ft. (90.55 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3+ Balconies with Servant Room",9th   of 14 Floors,East,"Park/Garden,Club,Pool,Main Road",5 to 10 Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-experion-the-heartsong-sector-108-gurgaon-1758-sq-ft-spid-W83646174,['Galleria 108 Mall\nDwarka Expressway\nCentral Peripheral Road\nThe Shikshiyan School\nManipal Hospital\nIndira Gandhi International Airport'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Semifurnished', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, W83646174'}"
"Shapoorji Pallonji Joyville Gurugram
3.9","Shapoorji Pallonji Joyville Gurugram
Sector 102, Gurgaon","₹ 3.1 Crore
@ 23,574 per sq.ft. (Negotiable) View Price Details","Super Built up area 2180
(202.53 sq.m.)
Carpet area: 1315 sq.ft. (122.17 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 3 Balconies",12nd   of 26 Floors,West,"Park/Garden,Pool,Club",0 to 1 Year Old,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-2180-sq-ft-spid-W83643060,['IFFCO Chowk Metro Station\nThe Esplanade Mall by DHOOT GROUP\nDwarka Expressway\nDelhi Public School\nThe NorthCap University'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Semifurnished', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water,Municipal corporation', 'Power Backup': ':, Full', 'Property Code': ':, W83643060'}"
"Shapoorji Pallonji Joyville Gurugram
3.9","Shapoorji Pallonji Joyville Gurugram
Sector 102, Gurgaon","₹ 2.6 Crore
@ 19,696 per sq.ft. (Negotiable) View Price Details","Super Built up area 1852
(172.06 sq.m.)
Carpet area: 1320 sq.ft. (122.63 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies",11st   of 26 Floors,North,"Park/Garden,Pool,Main Road,Club",0 to 1 Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1852-sq-ft-spid-Y83643028,['IFFCO Chowk Metro Station\nThe Esplanade Mall by DHOOT GROUP\nDwarka Expressway\nDelhi Public School\nThe NorthCap University'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Semifurnished', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, Y83643028'}"
