Name,Address,Price,Area,Configuration,Floor,Facing,Overlooking,Property Age,URL,Nearby Places,details
Pyramid Elite,"Pyramid Elite
Sector 86, Gurgaon","₹ 75 Lac+ Govt Charges & Tax
@ 12,711 per sq.ft. (Negotiable) View Price Details","Carpet area: 590
(54.81 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony with Store Room",8th   of 14 Floors,East,,0 to 1 Year Old,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pyramid-elite-sector-86-gurgaon-590-sq-ft-spid-M83265058,['V3S Sapphire Ninety\nGarhi Harsaru Junction\nEuro International School\nSGT University\nSilver Streak Multi Speciality Hospital'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Concrete', 'Furnishing': ':, Unfurnished', 'Width of facing road': ':, 78.7 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Power Backup': ':, None', 'Property Code': ':, M83265058'}"
"Vipul Lavanya
3.6","Vipul Lavanya
Sector 81, Gurgaon","₹ 2 Crore+ Govt Charges & Tax
@ 8,988 per sq.ft. (Negotiable) View Price Details","Super Built up area 2225
(206.71 sq.m.)  
sq.ft.","4 Bedrooms , 5 Bathrooms, 3 Balconies with Servant Room",8th   of 14 Floors,East,"Pool,Park/Garden,Club,Main Road,Others",5 to 10 Year Old    View Construction Status,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-vipul-lavanya-sector-81-gurgaon-2225-sq-ft-spid-T83185436,['Millennium City Centre Gurugram\nTown Square 2\nManesar Road\nSh. S. N. Sidheshwar Sr. Sec. Public\nSinghania University'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 78.7 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,24*7 Water,Borewell/Tank', 'Power Backup': ':, Full', 'Property Code': ':, T83185436'}"
"Mapsko Paradise
3.9","Mapsko Paradise
Sector 83, Gurgaon","₹ 1.05 Crore+ Govt Charges & Tax
@ 10,000 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 1050
(97.55 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 3 Balconies with Store Room",10th   of 12 Floors,East,"Pool,Park/Garden",5 to 10 Year Old,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-mapsko-paradise-sector-83-gurgaon-1050-sq-ft-r1-spid-L81037647,['Millennium City Centre Gurugram\nRaheja Mall\nNH 48\nVivekanand school\nGurugram Univ Kankrola Sec 87\nGenesis Hospital'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Vitrified', 'Furnishing': ':, Unfurnished', 'Width of facing road': ':, 196.9 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, L81037647'}"
"Mapsko Paradise
3.9","Mapsko Paradise
Sector 83, Gurgaon","₹ 1.08 Crore+ Govt Charges & Tax
@ 10,285 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 1050
(97.55 sq.m.)
Carpet area: 950 sq.ft. (88.26 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 3 Balconies with Store Room",9th   of 12 Floors,North,"Main Road,Club,Park/Garden,Pool,Others",5 to 10 Year Old,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-mapsko-paradise-sector-83-gurgaon-1050-sq-ft-r1-spid-A81440905,['Millennium City Centre Gurugram\nRaheja Mall\nNH 48\nVivekanand school\nGurugram Univ Kankrola Sec 87\nGenesis Hospital'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Vitrified', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 196.9 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, A81440905'}"
Smart World Gems,"Smart World Gems
Sector 89, Gurgaon","₹ 1.35 Crore+ Govt Charges & Tax
@ 11,175 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 1208
(112.23 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies with Study Room",1st   of 4 Floors,North,"Club,Park/Garden",0 to 1 Year Old    View Construction Status,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-smart-world-gems-sector-89-gurgaon-1208-sq-ft-spid-R83135508,['Millennium City Centre Gurugram\nAiria Mall\nDwarka Expy\nRPS International School\nSGT University\nGenesis Hospital Sector 84'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Vitrified', 'Furnishing': ':, Unfurnished', 'Width of facing road': ':, 60.0 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, R83135508'}"
"Shree Vardhman Victoria
3.6","Shree Vardhman Victoria
Sector 70, Gurgaon","₹ 2.4 Crore
@ 12,307 per sq.ft. (All inclusive) View Price Details","Super Built up area 1950
(181.16 sq.m.)  
sq.ft.","3 Bedrooms , 4 Bathrooms, 3+ Balconies with Servant Room,Pooja Room",10th   of 18 Floors,East,"Park/Garden,Sea facing",0 to 1 Year Old    View Construction Status,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shree-vardhman-victoria-sector-70-gurgaon-1950-sq-ft-spid-B83118596,"['Airia Mall\nGolf Course Extn Road\nSohna Road\nSouthern Peripheral Rd, Gurugram\nKunskapsskolan International']","{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Wood', 'Furnishing': ':, Semifurnished', 'Gated Community': ':, Yes', 'Parking': ':, 1 Covered', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, B83118596'}"
"Conscient Heritage Max
4.2","Conscient Heritage Max
Sector 102, Gurgaon","₹ 2.55 Crore
@ 13,130 per sq.ft. (All inclusive) View Price Details","Super Built up area 1942
(180.42 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies with Servant Room",20th   of 25 Floors,North-East,"Main Road,Park/Garden,Club,Others,Pool",1 to 5 Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-heritage-max-sector-102-gurgaon-1942-sq-ft-spid-G82932708,['Huda Metro Station\nOcus Medley Mall\nThe Esplanade Mall\nGurugram Road\nDwarka Expy\nPrime Scholars International School'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Wood', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 60.0 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, G82932708'}"
"Shapoorji Pallonji Joyville Gurugram
3.9","Shapoorji Pallonji Joyville Gurugram
Sector 102, Gurgaon","₹ 2.38 Crore+ Govt Charges & Tax
@ 14,260 per sq.ft. View Price Details","Super Built up area 1669
(155.06 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies",11st   of 26 Floors,West,"Pool,Park/Garden,Club,Main Road",0 to 1 Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1669-sq-ft-spid-M82883398,['IFFCO Chowk Metro Station\nThe Esplanade Mall by DHOOT GROUP\nDwarka Expressway\nDelhi Public School\nThe NorthCap University'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Furnishing': ':, Semifurnished', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Power Backup': ':, Partial', 'Property Code': ':, M82883398'}"
"Shapoorji Pallonji Joyville Gurugram
3.9","Shapoorji Pallonji Joyville Gurugram
Sector 102, Gurgaon","₹ 1.45 Crore+ Govt Charges & Tax
@ 16,057 per sq.ft. View Price Details","Super Built up area 903
(83.89 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies",2nd   of 26 Floors,West,"Pool,Park/Garden,Club,Main Road",0 to 1 Year Old,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-903-sq-ft-spid-P82883140,['IFFCO Chowk Metro Station\nThe Esplanade Mall by DHOOT GROUP\nDwarka Expressway\nDelhi Public School\nThe NorthCap University'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Furnishing': ':, Semifurnished', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Power Backup': ':, Partial', 'Property Code': ':, P82883140'}"
SS Linden Floors,"SS Linden Floors
Sector 84, Gurgaon","₹ 3 Crore+ Govt Charges & Tax
@ 12,500 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 2400
(222.97 sq.m.)
Built Up area: 1900 sq.ft. (176.52 sq.m.)
Carpet area: 1800 sq.ft. (167.23 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 3 Balconies with Study Room",2nd   of 4 Floors,East,"Pool,Park/Garden,Club,Main Road",0 to 1 Year Old    View Construction Status,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-ss-linden-floors-sector-84-gurgaon-2400-sq-ft-spid-V82842054,['Millennium City Centre Gurugram\nCity Square mall\nDwarka Expressway\nModern Public School-kherki Daula\nAgri Business Management Collage'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Vitrified', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 39.4 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 2 Covered, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, V82842054'}"
"Umang Monsoon Breeze
3.8","Umang Monsoon Breeze
Sector 78, Gurgaon","₹ 1.35 Crore+ Govt Charges & Tax
@ 9,803 per sq.ft. (All inclusive) View Price Details","Super Built up area 1377
(127.93 sq.m.)
Built Up area: 1225 sq.ft. (113.81 sq.m.)
Carpet area: 1032 sq.ft. (95.88 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 3 Balconies with Study Room
View Floor Plan",3rd   of 18 Floors,North-East,"Others,Park/Garden",5 to 10 Year Old,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-umang-monsoon-breeze-sector-78-gurgaon-1377-sq-ft-r3-spid-O78662843,['Proposed Metro Station\nMahapal Shing\nNational Highway 8\nIGD Primary Health Care\nHDFC Bank\nPCL Logistics'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Vitrified', 'Furnishing': ':, Semifurnished', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, O78662843'}"
"Umang Monsoon Breeze
3.8","Umang Monsoon Breeze
Sector 78, Gurgaon","₹ 1.65 Crore+ Govt Charges & Tax
@ 9,537 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 1730
(160.72 sq.m.)
Built Up area: 1530 sq.ft. (142.14 sq.m.)
Carpet area: 1430 sq.ft. (132.85 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies with Store Room",10th   of 13 Floors,West,"Main Road,Club,Park/Garden,Pool,Others",1 to 5 Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-umang-monsoon-breeze-sector-78-gurgaon-1730-sq-ft-r5-spid-V74846805,['Proposed Metro Station\nMahapal Shing\nNational Highway 8\nIGD Primary Health Care\nHDFC Bank\nPCL Logistics'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Vitrified', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 78.7 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, V74846805'}"
"Emaar MGF Palm Hills
4.2","Emaar MGF Palm Hills
Sector 77, Gurgaon","₹ 1.85 Crore+ Govt Charges & Tax
@ 12,758 per sq.ft. (All inclusive) View Price Details","Super Built up area 1450
(134.71 sq.m.)
Carpet area: 1177 sq.ft. (109.35 sq.m.)  
sq.ft.","3 Bedrooms , 4 Bathrooms, 3 Balconies with Study Room,Servant Room",3rd   of 13 Floors,North-East,"Main Road,Others",5 to 10 Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-palm-hills-sector-77-gurgaon-1450-sq-ft-r1-spid-K81248125,['Sapphire 83 Mall\nDwarka Expressway\nSohna Road\nNarayana e Techno School \nDPG Institute of Technology'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Vitrified', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 78.7 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water,Borewell/Tank', 'Power Backup': ':, Full', 'Property Code': ':, K81248125'}"
"DLF The Primus
4.1","DLF The Primus
Sector 82A, Gurgaon","₹ 3.8 Crore+ Govt Charges & Tax
@ 16,717 per sq.ft. (All inclusive) View Price Details","Super Built up area 2273
(211.17 sq.m.)
Carpet area: 1340 sq.ft. (124.49 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 3+ Balconies with Servant Room",17th   of 32 Floors,North,"Main Road,Others,Park/Garden",5 to 10 Year Old,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-primus-sector-82a-gurgaon-2273-sq-ft-r1-spid-N81128659,['Sapphire 83\nNH 48\nCambridge Montessori\nMiracles Apollo Hospital\nIGI Airport\nGarhi Harsaru Junction'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Vitrified', 'Furnishing': ':, Semifurnished', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, N81128659'}"
"Umang Winter Hills
4.0","Umang Winter Hills
Sector 77, Gurgaon","₹ 1.4 Crore+ Govt Charges & Tax
@ 10,432 per sq.ft. (All inclusive) View Price Details","Super Built up area 1342
(124.68 sq.m.)
Carpet area: 1006 sq.ft. (93.46 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies with Store Room",11st   of 18 Floors,North-East,"Club,Main Road",1 to 5 Year Old,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-umang-winter-hills-sector-77-gurgaon-1342-sq-ft-r1-spid-F81086159,"['Entertainland Mall\nDelhi Jaipur Expressway\nJhankar Senior Secondary School\nSinghania University, Manesar\nMiracles Apollo Hospital']","{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Vitrified', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 78.7 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Borewell/Tank', 'Power Backup': ':, Full', 'Property Code': ':, F81086159'}"
"Umang Winter Hills
4.0","Umang Winter Hills
Sector 77, Gurgaon","₹ 2 Crore+ Govt Charges & Tax
@ 10,976 per sq.ft. (All inclusive) View Price Details","Super Built up area 1822
(169.27 sq.m.)
Carpet area: 1366 sq.ft. (126.91 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies
View Floor Plan",4th   of 18 Floors,North-East,"Others,Park/Garden",5 to 10 Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-umang-winter-hills-sector-77-gurgaon-1822-sq-ft-r1-spid-U81287129,"['Entertainland Mall\nDelhi Jaipur Expressway\nJhankar Senior Secondary School\nSinghania University, Manesar\nMiracles Apollo Hospital']","{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Vitrified', 'Furnishing': ':, Furnished', 'Width of facing road': ':, 78.7 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water,Borewell/Tank', 'Power Backup': ':, Full', 'Property Code': ':, U81287129'}"
Hero Homes,"Hero Homes
Sector 104, Gurgaon","₹ 1.9 Crore+ Govt Charges & Tax
@ 22,042 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 1359
(126.26 sq.m.)
Built Up area: 1230 sq.ft. (114.27 sq.m.)
Carpet area: 861.97 sq.ft. (80.08 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 2 Balconies",10th   of 35 Floors,East,"Pool,Park/Garden,Club,Main Road",0 to 1 Year Old    View Construction Status,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1359-sq-ft-spid-N82785800,['The Esplanade Mall\nDwarka Expressway\nGurugram Global Heights School\nSGT University\nMedanta Hospital'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Vitrified', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 39.4 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, N82785800'}"
"Orris Carnation Residency
3.8","Orris Carnation Residency
Sector 85, Gurgaon","₹ 1.5 Crore+ Govt Charges & Tax
@ 9,118 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 1645
(152.83 sq.m.)  
sq.ft.","3 Bedrooms , 4 Bathrooms, 3 Balconies with Servant Room",2nd   of 12 Floors,North,Park/Garden,5 to 10 Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-orris-carnation-residency-sector-85-gurgaon-1645-sq-ft-spid-Y82749230,['Omaxe Celebration Mall within reach\nNearby Lotus Valley International School\nThe Shri Ram School Aravali\nClose to ARC Multi Specialty Hospital'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Vitrified', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 196.9 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, Y82749230'}"
Hero Homes,"Hero Homes
Sector 104, Gurgaon","₹ 2.25 Crore+ Govt Charges & Tax
@ 13,321 per sq.ft. View Price Details","Super Built up area 1689
(156.91 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies with Pooja Room,Study Room
View Floor Plan",23rd   of 35 Floors,North-East,"Park/Garden,Pool,Club,Main Road",1 to 5 Year Old    View Construction Status,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1689-sq-ft-spid-E82717786,['The Esplanade Mall\nDwarka Expressway\nGurugram Global Heights School\nSGT University\nMedanta Hospital'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Furnishing': ':, Semifurnished', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 2 Covered, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Power Backup': ':, Full', 'Property Code': ':, E82717786'}"
"Puri Emerald Bay
4.2","Puri Emerald Bay
Sector 104, Gurgaon","₹ 3.5 Crore+ Govt Charges & Tax
@ 14,285 per sq.ft. View Price Details","Carpet area: 2450
(227.61 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3+ Balconies with Pooja Room,Study Room,Servant Room",8th   of 29 Floors,North-East,"Pool,Park/Garden,Club,Main Road",1 to 5 Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-puri-emerald-bay-sector-104-gurgaon-2450-sq-ft-spid-P82715662,['Sector-21 Metro Dwarka\nGurgaon Dreamz Mall\nDwarka Expressway\nChauma Road\nDelhi Public School\nDPG Degree College'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Furnishing': ':, Semifurnished', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 2 Covered, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, P82715662'}"
